Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Rejected_Promotions,Routing_Repairs,Partial_Promotions,Emergency_Promotions
149,100,0,4,100,100,0,0,0,0,0,100,100,0.0235289681,46.3189388239,25.0000000000,8.0000877474,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
150,100,0,4,100,100,0,0,0,0,0,100,100,0.0235289681,46.2954098559,25.0000000000,8.0000877474,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
151,100,0,1,100,100,0,0,1,101,297,100,100,0.0325922453,46.2628176106,100.0000000000,8.0001769980,1.0000000000,0.8808000000,227.0663033606,0,0,0,0,0
152,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,46.2350208885,100.0000000000,8.0001769980,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
153,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,46.2072241665,100.0000000000,8.0001769980,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
154,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,46.1794274444,100.0000000000,8.0001769980,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
155,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,46.1516307223,100.0000000000,8.0001769980,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
156,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,46.1238340003,100.0000000000,8.0001769980,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
157,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,46.0960372782,100.0000000000,8.0001769980,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
158,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,46.0682405561,100.0000000000,8.0001769980,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
159,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,46.0404438340,100.0000000000,8.0001769980,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
160,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,46.0126471120,100.0000000000,8.0001769980,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
