Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
140,100,0,2,100,100,0,0,102,394,100,100,0.0322005023,45.2576989032,50.0000000000,15.8402616167,1.0000000000,0.8816000000,226.8602540835
141,100,0,2,100,100,0,0,102,394,100,100,0.0322484168,45.2254504864,50.0000000000,15.8402609380,1.0000000000,0.8816000000,226.8602540835
142,100,0,2,100,100,0,0,102,394,100,100,0.0323549701,45.1930955163,50.0000000000,15.8402647471,1.0000000000,0.8816000000,226.8602540835
143,100,0,2,100,100,0,0,102,394,100,100,0.0372068722,45.1558886441,50.0000000000,15.8403540151,1.0000000000,0.8816000000,226.8602540835
144,100,0,2,100,100,0,0,102,394,100,100,0.0373200352,45.1185686090,50.0000000000,15.8403431939,1.0000000000,0.8816000000,226.8602540835
145,100,0,2,100,100,0,0,102,394,100,100,0.0345667621,45.0840018469,50.0000000000,15.8402997306,1.0000000000,0.8816000000,226.8602540835
146,100,0,4,100,100,0,0,104,588,100,100,0.0299734689,45.0540283780,25.0000000000,15.6802042700,1.0000000000,0.8832000000,226.4492753623
147,100,0,3,100,100,0,0,103,491,100,100,0.0306470196,45.0233813584,33.3333333333,15.7602293551,1.0000000000,0.8824000000,226.6545784225
148,100,0,4,100,100,0,0,104,588,100,100,0.0303494383,44.9930319201,25.0000000000,15.6802085392,1.0000000000,0.8832000000,226.4492753623
149,100,0,15,100,100,0,0,113,1655,100,100,0.0402860241,44.9527458960,6.6666666667,14.8001800224,1.0000000000,0.8904000000,224.6181491465
150,100,0,2,100,100,0,0,102,394,100,100,0.0340585578,44.9186873382,50.0000000000,15.8402986701,1.0000000000,0.8816000000,226.8602540835
151,100,0,3,100,100,0,0,103,491,100,100,0.0332994029,44.8853879353,33.3333333333,15.7602692141,1.0000000000,0.8824000000,226.6545784225
152,100,0,4,100,100,0,0,104,588,100,100,0.0318563788,44.8535315565,25.0000000000,15.6802188095,1.0000000000,0.8832000000,226.4492753623
153,100,0,3,100,100,0,0,103,491,100,100,0.0316157591,44.8219157974,33.3333333333,15.7602548342,1.0000000000,0.8824000000,226.6545784225
154,100,0,4,100,100,0,0,104,588,100,100,0.0313977144,44.7905180830,25.0000000000,15.6802277639,1.0000000000,0.8832000000,226.4492753623
155,100,0,3,100,100,0,0,103,491,100,100,0.0304724644,44.7600456186,33.3333333333,15.7602406712,1.0000000000,0.8824000000,226.6545784225
156,100,0,4,100,100,0,0,104,588,100,100,0.0332983589,44.7267472597,25.0000000000,15.6802310875,1.0000000000,0.8832000000,226.4492753623
157,100,0,4,100,100,0,0,104,588,100,100,0.0332344696,44.6935127902,25.0000000000,15.6802719562,1.0000000000,0.8832000000,226.4492753623
158,100,0,5,100,100,0,0,105,685,100,100,0.0320115885,44.6615012017,20.0000000000,15.6002276777,1.0000000000,0.8840000000,226.2443438914
159,100,0,12,100,100,0,0,112,1364,100,100,0.0373762607,44.6241249410,8.3333333333,15.0401885519,1.0000000000,0.8896000000,224.8201438849
160,100,0,4,100,100,0,0,104,588,100,100,0.0309930475,44.5931318935,25.0000000000,15.6802341496,1.0000000000,0.8832000000,226.4492753623
161,100,0,2,100,100,0,0,102,394,100,100,0.0344333219,44.5586985716,50.0000000000,15.8403098815,1.0000000000,0.8816000000,226.8602540835
162,100,0,2,100,100,0,0,102,394,100,100,0.0374217579,44.5212768136,50.0000000000,15.8403520905,1.0000000000,0.8816000000,226.8602540835
163,100,0,3,100,100,0,0,103,491,100,100,0.0296916553,44.4915851584,33.3333333333,15.7602112180,1.0000000000,0.8824000000,226.6545784225
164,100,0,5,100,100,0,0,105,685,100,100,0.0332731115,44.4583120468,20.0000000000,15.6002298469,1.0000000000,0.8840000000,226.2443438914
