Round,Alive,Dead,CH_Count,FallbackUsed,Generated,Delivered,Lost,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
130,100,0,22,0,100,100,0,100,100,0.0466348815,44.7711091035,14.2401595358,1.0000000000,0.8000000000,250.0000000000
131,100,0,43,0,100,100,0,100,100,0.0680330798,44.7030760237,12.5601483358,1.0000000000,0.8000000000,250.0000000000
132,100,0,6,0,100,100,0,100,100,0.0318080235,44.6712680002,15.5202170049,1.0000000000,0.8000000000,250.0000000000
133,100,0,10,0,100,100,0,100,100,0.0351583532,44.6361096469,15.2002002707,1.0000000000,0.8000000000,250.0000000000
134,100,0,7,0,100,100,0,100,100,0.0320519798,44.6040576671,15.4401775618,1.0000000000,0.8000000000,250.0000000000
135,100,0,5,0,100,100,0,100,100,0.0310056983,44.5730519688,15.6001585867,1.0000000000,0.8000000000,250.0000000000
136,100,0,4,0,100,100,0,100,100,0.0296874311,44.5433645377,15.6801763534,1.0000000000,0.8000000000,250.0000000000
137,100,0,12,0,100,100,0,100,100,0.0369498078,44.5064147299,15.0401834736,1.0000000000,0.8000000000,250.0000000000
138,100,0,13,0,100,100,0,100,100,0.0380112548,44.4684034751,14.9601846628,1.0000000000,0.8000000000,250.0000000000
139,100,0,12,0,100,100,0,100,100,0.0367837743,44.4316197008,15.0401814361,1.0000000000,0.8000000000,250.0000000000
140,100,0,14,0,100,100,0,100,100,0.0393820577,44.3922376431,14.8801874374,1.0000000000,0.8000000000,250.0000000000
141,100,0,27,0,100,100,0,100,100,0.0518395049,44.3403981382,13.8401596899,1.0000000000,0.8000000000,250.0000000000
142,100,0,37,0,100,100,0,100,100,0.0618204307,44.2785777075,13.0401471284,1.0000000000,0.8000000000,250.0000000000
143,100,0,3,0,100,100,0,100,100,0.0293700163,44.2492076912,15.7602451955,1.0000000000,0.8000000000,250.0000000000
144,100,0,4,0,100,100,0,100,100,0.0296168954,44.2195907958,15.6801639330,1.0000000000,0.8000000000,250.0000000000
145,100,0,2,0,100,100,0,100,100,0.0327862310,44.1868045648,15.8403158532,1.0000000000,0.8000000000,250.0000000000
146,100,0,6,0,100,100,0,100,100,0.0312329890,44.1555715758,15.5201955783,1.0000000000,0.8000000000,250.0000000000
147,100,0,4,0,100,100,0,100,100,0.0295532514,44.1260183244,15.6801849102,1.0000000000,0.8000000000,250.0000000000
148,100,0,10,0,100,100,0,100,100,0.0351246687,44.0908936557,15.2001838377,1.0000000000,0.8000000000,250.0000000000
149,100,0,10,0,100,100,0,100,100,0.0354375269,44.0554561288,15.2002248770,1.0000000000,0.8000000000,250.0000000000
150,100,0,12,0,100,100,0,100,100,0.0369397743,44.0185163545,15.0401917436,1.0000000000,0.8000000000,250.0000000000
151,100,0,15,0,100,100,0,100,100,0.0398158553,43.9787004992,14.8001723430,1.0000000000,0.8000000000,250.0000000000
152,100,0,13,0,100,100,0,100,100,0.0378214705,43.9408790287,14.9601709862,1.0000000000,0.8000000000,250.0000000000
153,100,0,42,0,100,100,0,100,100,0.0670448233,43.8738342054,12.6401479480,1.0000000000,0.8000000000,250.0000000000
154,100,0,6,0,100,100,0,100,100,0.0315974850,43.8422367204,15.5201889675,1.0000000000,0.8000000000,250.0000000000
155,100,0,7,0,100,100,0,100,100,0.0321774110,43.8100593095,15.4402189431,1.0000000000,0.8000000000,250.0000000000
156,100,0,2,0,100,100,0,100,100,0.0310657423,43.7789935671,15.8403295493,1.0000000000,0.8000000000,250.0000000000
157,100,0,6,0,100,100,0,100,100,0.0313455332,43.7476480339,15.5201813644,1.0000000000,0.8000000000,250.0000000000
158,100,0,11,0,100,100,0,100,100,0.0355971063,43.7120509276,15.1201595355,1.0000000000,0.8000000000,250.0000000000
159,100,0,10,0,100,100,0,100,100,0.0350957889,43.6769551387,15.2001932287,1.0000000000,0.8000000000,250.0000000000
160,100,0,19,0,100,100,0,100,100,0.0438273011,43.6331278376,14.4801654528,1.0000000000,0.8000000000,250.0000000000
161,100,0,14,0,100,100,0,100,100,0.0387728839,43.5943549537,14.8801729878,1.0000000000,0.8000000000,250.0000000000
162,100,0,14,0,100,100,0,100,100,0.0388916109,43.5554633428,14.8801636416,1.0000000000,0.8000000000,250.0000000000
163,100,0,22,0,100,100,0,100,100,0.0468009219,43.5086624209,14.2401642170,1.0000000000,0.8000000000,250.0000000000
164,100,0,36,0,100,100,0,100,100,0.0609168758,43.4477455451,13.1201480975,1.0000000000,0.8000000000,250.0000000000
165,100,0,15,0,100,100,0,100,100,0.0398403229,43.4079052222,14.8001731511,1.0000000000,0.8000000000,250.0000000000
166,100,0,22,0,100,100,0,100,100,0.0465397709,43.3613654513,14.2401539275,1.0000000000,0.8000000000,250.0000000000
167,100,0,36,0,100,100,0,100,100,0.0608820792,43.3004833720,13.1201480633,1.0000000000,0.8000000000,250.0000000000
168,100,0,6,0,100,100,0,100,100,0.0310642703,43.2694191018,15.5201844402,1.0000000000,0.8000000000,250.0000000000
169,100,0,10,0,100,100,0,100,100,0.0352436549,43.2341754469,15.2001726818,1.0000000000,0.8000000000,250.0000000000
170,100,0,4,0,100,100,0,100,100,0.0302176250,43.2039578218,15.6802486244,1.0000000000,0.8000000000,250.0000000000
171,100,0,7,0,100,100,0,100,100,0.0323492263,43.1716085955,15.4402121507,1.0000000000,0.8000000000,250.0000000000
172,100,0,10,0,100,100,0,100,100,0.0356021297,43.1360064658,15.2001753776,1.0000000000,0.8000000000,250.0000000000
173,100,0,8,0,100,100,0,100,100,0.0339455608,43.1020609050,15.3601791609,1.0000000000,0.8000000000,250.0000000000
174,100,0,11,0,100,100,0,100,100,0.0357098576,43.0663510474,15.1201666031,1.0000000000,0.8000000000,250.0000000000
175,100,0,11,0,100,100,0,100,100,0.0358135821,43.0305374654,15.1201817593,1.0000000000,0.8000000000,250.0000000000
176,100,0,11,0,100,100,0,100,100,0.0358489900,42.9946884753,15.1201745703,1.0000000000,0.8000000000,250.0000000000
177,100,0,22,0,100,100,0,100,100,0.0465719050,42.9481165703,14.2401534210,1.0000000000,0.8000000000,250.0000000000
178,100,0,37,0,100,100,0,100,100,0.0618862646,42.8862303057,13.0401505685,1.0000000000,0.8000000000,250.0000000000
179,100,0,51,0,100,100,0,100,100,0.0760266825,42.8102036232,11.9201431237,1.0000000000,0.8000000000,250.0000000000
180,100,0,7,0,100,100,0,100,100,0.0318347232,42.7783689000,15.4401756415,1.0000000000,0.8000000000,250.0000000000
181,100,0,3,0,100,100,0,100,100,0.0294387980,42.7489301020,15.7602117072,1.0000000000,0.8000000000,250.0000000000
182,100,0,7,0,100,100,0,100,100,0.0323570671,42.7165730350,15.4401681889,1.0000000000,0.8000000000,250.0000000000
183,100,0,9,0,100,100,0,100,100,0.0339675068,42.6826055281,15.2801738452,1.0000000000,0.8000000000,250.0000000000
184,100,0,7,0,100,100,0,100,100,0.0326494924,42.6499560357,15.4402002796,1.0000000000,0.8000000000,250.0000000000
185,100,0,13,0,100,100,0,100,100,0.0378592259,42.6120968098,14.9601753164,1.0000000000,0.8000000000,250.0000000000
186,100,0,12,0,100,100,0,100,100,0.0372848986,42.5748119111,15.0401708032,1.0000000000,0.8000000000,250.0000000000
187,100,0,9,0,100,100,0,100,100,0.0341292743,42.5406826369,15.2801805837,1.0000000000,0.8000000000,250.0000000000
188,100,0,12,0,100,100,0,100,100,0.0369824727,42.5037001642,15.0401820000,1.0000000000,0.8000000000,250.0000000000
189,100,0,18,0,100,100,0,100,100,0.0427730157,42.4609271485,14.5601706708,1.0000000000,0.8000000000,250.0000000000
190,100,0,30,0,100,100,0,100,100,0.0547658617,42.4061612867,13.6001549496,1.0000000000,0.8000000000,250.0000000000
191,100,0,47,0,100,100,0,100,100,0.0720412191,42.3341200676,12.2401477492,1.0000000000,0.8000000000,250.0000000000
192,100,0,4,0,100,100,0,100,100,0.0315817338,42.3025383338,15.6802351230,1.0000000000,0.8000000000,250.0000000000
193,100,0,5,0,100,100,0,100,100,0.0320925346,42.2704457992,15.6002510710,1.0000000000,0.8000000000,250.0000000000
194,100,0,10,0,100,100,0,100,100,0.0347260740,42.2357197252,15.2001621434,1.0000000000,0.8000000000,250.0000000000
195,100,0,8,0,100,100,0,100,100,0.0334558043,42.2022639209,15.3601906504,1.0000000000,0.8000000000,250.0000000000
196,100,0,7,0,100,100,0,100,100,0.0323956726,42.1698682483,15.4402167399,1.0000000000,0.8000000000,250.0000000000
197,100,0,11,0,100,100,0,100,100,0.0359169325,42.1339513157,15.1201698626,1.0000000000,0.8000000000,250.0000000000
198,100,0,10,0,100,100,0,100,100,0.0349574099,42.0989939058,15.2001720820,1.0000000000,0.8000000000,250.0000000000
199,100,0,11,0,100,100,0,100,100,0.0358201115,42.0631737943,15.1201717745,1.0000000000,0.8000000000,250.0000000000
200,100,0,17,0,100,100,0,100,100,0.0416406359,42.0215331584,14.6401616824,1.0000000000,0.8000000000,250.0000000000
201,100,0,19,0,100,100,0,100,100,0.0437372911,41.9777958673,14.4801598800,1.0000000000,0.8000000000,250.0000000000
202,100,0,27,0,100,100,0,100,100,0.0517585099,41.9260373574,13.8401516576,1.0000000000,0.8000000000,250.0000000000
203,100,0,45,0,100,100,0,100,100,0.0701242011,41.8559131562,12.4001472424,1.0000000000,0.8000000000,250.0000000000
204,100,0,4,0,100,100,0,100,100,0.0307086795,41.8252044768,15.6801843350,1.0000000000,0.8000000000,250.0000000000
205,100,0,4,0,100,100,0,100,100,0.0318136447,41.7933908321,15.6802802411,1.0000000000,0.8000000000,250.0000000000
206,100,0,4,0,100,100,0,100,100,0.0303519154,41.7630389167,15.6801691692,1.0000000000,0.8000000000,250.0000000000
207,100,0,5,0,100,100,0,100,100,0.0307068928,41.7323320239,15.6001948752,1.0000000000,0.8000000000,250.0000000000
208,100,0,11,0,100,100,0,100,100,0.0361594831,41.6961725409,15.1201957299,1.0000000000,0.8000000000,250.0000000000
209,100,0,10,0,100,100,0,100,100,0.0351634154,41.6610091255,15.2001995537,1.0000000000,0.8000000000,250.0000000000
210,100,0,8,0,100,100,0,100,100,0.0336672046,41.6273419208,15.3601980346,1.0000000000,0.8000000000,250.0000000000
211,100,0,11,0,100,100,0,100,100,0.0362628914,41.5910790294,15.1202066939,1.0000000000,0.8000000000,250.0000000000
212,100,0,17,0,100,100,0,100,100,0.0418327041,41.5492463253,14.6401671129,1.0000000000,0.8000000000,250.0000000000
213,100,0,20,0,100,100,0,100,100,0.0447643889,41.5044819364,14.4001608344,1.0000000000,0.8000000000,250.0000000000
214,100,0,24,0,100,100,0,100,100,0.0487335966,41.4557483398,14.0801528124,1.0000000000,0.8000000000,250.0000000000
215,100,0,50,0,100,100,0,100,100,0.0750282906,41.3807200492,12.0001444008,1.0000000000,0.8000000000,250.0000000000
216,100,0,4,0,100,100,0,100,100,0.0300979331,41.3506221161,15.6801877617,1.0000000000,0.8000000000,250.0000000000
