Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Rejected_Promotions
1317,100,0,4,100,100,0,0,0,0,0,100,100,0.0223922345,18.9604428030,25.0000000000,15.6801709291,1.0000000000,0.8000000000,250.0000000000,0,0
1318,100,0,4,100,100,0,0,0,0,0,100,100,0.0223922345,18.9380505685,25.0000000000,15.6801709291,1.0000000000,0.8000000000,250.0000000000,0,0
1319,100,0,4,100,100,0,0,0,0,0,100,100,0.0223922345,18.9156583340,25.0000000000,15.6801709291,1.0000000000,0.8000000000,250.0000000000,0,0
1320,100,0,4,100,100,0,0,0,0,0,100,100,0.0223922345,18.8932660995,25.0000000000,15.6801709291,1.0000000000,0.8000000000,250.0000000000,0,0
1321,100,0,4,100,100,0,0,1,104,588,100,100,0.0303984262,18.8628676733,25.0000000000,15.6801979803,1.0000000000,0.8832000000,226.4492753623,0,0
1322,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.8400417414,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1323,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.8172158095,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1324,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.7943898776,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1325,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.7715639457,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1326,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.7487380137,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1327,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.7259120818,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1328,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.7030861499,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1329,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.6802602180,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1330,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.6574342861,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1331,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.6346083542,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1332,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.6117824223,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1333,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.5889564903,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1334,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.5661305584,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1335,100,0,4,100,100,0,0,0,0,0,100,100,0.0228259319,18.5433046265,25.0000000000,15.6801979803,1.0000000000,0.8000000000,250.0000000000,0,0
1336,100,0,8,100,100,0,0,1,108,976,100,100,0.0330903318,18.5102142947,12.5000000000,15.3601668796,1.0000000000,0.8864000000,225.6317689531,0,0
1337,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.4888988312,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1338,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.4675833677,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1339,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.4462679042,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1340,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.4249524406,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1341,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.4036369771,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1342,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.3823215136,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1343,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.3610060501,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1344,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.3396905865,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1345,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.3183751230,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1346,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.2970596595,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1347,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.2757441960,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1348,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.2544287324,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1349,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.2331132689,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1350,100,0,8,100,100,0,0,0,0,0,100,100,0.0213154635,18.2117978054,12.5000000000,15.3601668796,1.0000000000,0.8000000000,250.0000000000,0,0
1351,100,0,4,100,100,0,0,1,104,588,100,100,0.0293130276,18.1824847778,25.0000000000,15.6802047227,1.0000000000,0.8832000000,226.4492753623,0,0
1352,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,18.1606309285,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1353,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,18.1387770792,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1354,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,18.1169232299,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1355,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,18.0950693806,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1356,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,18.0732155313,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1357,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,18.0513616820,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1358,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,18.0295078328,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1359,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,18.0076539835,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1360,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,17.9858001342,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1361,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,17.9639462849,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1362,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,17.9420924356,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1363,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,17.9202385863,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1364,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,17.8983847370,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1365,100,0,4,100,100,0,0,0,0,0,100,100,0.0218538493,17.8765308877,25.0000000000,15.6802047227,1.0000000000,0.8000000000,250.0000000000,0,0
1366,100,0,3,100,100,0,0,1,103,491,100,100,0.0295725313,17.8469583563,33.3333333333,15.7602129545,1.0000000000,0.8824000000,226.6545784225,0,0
1367,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.8238928622,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1368,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.8008273681,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1369,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.7777618739,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1370,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.7546963798,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1371,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.7316308857,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1372,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.7085653916,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1373,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.6854998974,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1374,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.6624344033,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1375,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.6393689092,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1376,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.6163034150,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1377,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.5932379209,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1378,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.5701724268,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1379,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.5471069326,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1380,100,0,3,100,100,0,0,0,0,0,100,100,0.0230654941,17.5240414385,33.3333333333,15.7602129545,1.0000000000,0.8000000000,250.0000000000,0,0
1381,100,0,6,100,100,0,0,1,106,782,100,100,0.0321316627,17.4919097758,16.6666666667,15.5202345234,1.0000000000,0.8848000000,226.0397830018,0,0
1382,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.4694782853,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1383,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.4470467948,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1384,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.4246153044,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1385,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.4021838139,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1386,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.3797523235,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1387,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.3573208330,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1388,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.3348893425,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1389,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.3124578521,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1390,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.2900263616,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1391,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.2675948711,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1392,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.2451633807,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1393,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.2227318902,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1394,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.2003003997,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1395,100,0,6,100,100,0,0,0,0,0,100,100,0.0224314905,17.1778689093,16.6666666667,15.5202345234,1.0000000000,0.8000000000,250.0000000000,0,0
1396,100,0,5,100,100,0,0,1,105,685,100,100,0.0315732820,17.1462956273,20.0000000000,15.6002212735,1.0000000000,0.8840000000,226.2443438914,0,0
1397,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,17.1233893473,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1398,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,17.1004830674,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1399,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,17.0775767875,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1400,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,17.0546705075,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1401,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,17.0317642276,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1402,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,17.0088579477,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1403,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,16.9859516677,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1404,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,16.9630453878,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1405,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,16.9401391078,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1406,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,16.9172328279,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1407,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,16.8943265480,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1408,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,16.8714202680,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1409,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,16.8485139881,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1410,100,0,5,100,100,0,0,0,0,0,100,100,0.0229062799,16.8256077082,20.0000000000,15.6002212735,1.0000000000,0.8000000000,250.0000000000,0,0
1411,100,0,3,100,100,0,0,1,103,491,100,100,0.0300246925,16.7955830157,33.3333333333,15.7602631260,1.0000000000,0.8824000000,226.6545784225,0,0
1412,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.7721049433,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1413,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.7486268709,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1414,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.7251487986,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1415,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.7016707262,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1416,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.6781926538,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1417,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.6547145815,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1418,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.6312365091,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1419,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.6077584367,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1420,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.5842803644,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1421,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.5608022920,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1422,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.5373242196,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1423,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.5138461473,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1424,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.4903680749,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1425,100,0,3,100,100,0,0,0,0,0,100,100,0.0234780724,16.4668900026,33.3333333333,15.7602631260,1.0000000000,0.8000000000,250.0000000000,0,0
1426,100,0,3,100,100,0,0,1,103,491,100,100,0.0307691700,16.4361208325,33.3333333333,15.7602649292,1.0000000000,0.8824000000,226.6545784225,0,0
1427,100,0,3,100,100,0,0,0,0,0,100,100,0.0241648721,16.4119559604,33.3333333333,15.7602649292,1.0000000000,0.8000000000,250.0000000000,0,0
1428,100,0,3,100,100,0,0,0,0,0,100,100,0.0241648721,16.3877910883,33.3333333333,15.7602649292,1.0000000000,0.8000000000,250.0000000000,0,0
1429,100,0,3,100,100,0,0,0,0,0,100,100,0.0241648721,16.3636262162,33.3333333333,15.7602649292,1.0000000000,0.8000000000,250.0000000000,0,0
1430,100,0,3,100,100,0,0,0,0,0,100,100,0.0241648721,16.3394613440,33.3333333333,15.7602649292,1.0000000000,0.8000000000,250.0000000000,0,0
1431,100,0,3,100,100,0,0,0,0,0,100,100,0.0241648721,16.3152964719,33.3333333333,15.7602649292,1.0000000000,0.8000000000,250.0000000000,0,0
1432,100,0,3,100,100,0,0,0,0,0,100,100,0.0241648721,16.2911315998,33.3333333333,15.7602649292,1.0000000000,0.8000000000,250.0000000000,0,0
1433,100,0,3,100,100,0,0,0,0,0,100,100,0.0241648721,16.2669667277,33.3333333333,15.7602649292,1.0000000000,0.8000000000,250.0000000000,0,0
1434,100,0,3,100,100,0,0,0,0,0,100,100,0.0241648721,16.2428018556,33.3333333333,15.7602649292,1.0000000000,0.8000000000,250.0000000000,0,0
1435,100,0,3,100,100,0,0,0,0,0,100,100,0.0241648721,16.2186369834,33.3333333333,15.7602649292,1.0000000000,0.8000000000,250.0000000000,0,0
1436,100,0,3,100,100,0,0,0,0,0,100,100,0.0241648721,16.1944721113,33.3333333333,15.7602649292,1.0000000000,0.8000000000,250.0000000000,0,0
1437,100,0,3,100,100,0,0,0,0,0,100,100,0.0241648721,16.1703072392,33.3333333333,15.7602649292,1.0000000000,0.8000000000,250.0000000000,0,0
1438,99,1,3,100,43,57,0,0,0,0,48,48,0.0116398801,16.1586673591,14.6666666667,15.6282076664,0.4300000000,0.3840000000,223.9583333333,0,0
1439,99,1,3,99,99,0,0,0,0,0,99,99,0.0231951361,16.1354722230,33.0000000000,15.7578024128,1.0000000000,0.7920000000,250.0000000000,1,0
1440,99,1,3,99,99,0,0,0,0,0,99,99,0.0231951361,16.1122770869,33.0000000000,15.7578024128,1.0000000000,0.7920000000,250.0000000000,0,0
1441,99,1,4,99,99,0,0,1,103,582,99,99,0.0301712182,16.0821058686,24.7500000000,15.6769740984,1.0000000000,0.8744000000,226.4409881061,0,0
1442,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,16.0594324811,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1443,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,16.0367590936,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1444,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,16.0140857060,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1445,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,15.9914123185,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1446,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,15.9687389310,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1447,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,15.9460655434,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1448,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,15.9233921559,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1449,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,15.9007187684,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1450,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,15.8780453808,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1451,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,15.8553719933,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1452,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,15.8326986058,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1453,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,15.8100252182,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1454,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,15.7873518307,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1455,99,1,4,99,99,0,0,0,0,0,99,99,0.0226733875,15.7646784432,24.7500000000,15.6769740984,1.0000000000,0.7920000000,250.0000000000,0,0
1456,99,1,2,99,99,0,0,1,101,390,99,99,0.0292464363,15.7354320069,49.5000000000,15.8386655550,1.0000000000,0.8728000000,226.8560953254,0,0
1457,99,1,2,99,99,0,0,0,0,0,99,99,0.0237998308,15.7116321761,49.5000000000,15.8386655550,1.0000000000,0.7920000000,250.0000000000,0,0
1458,99,1,2,99,99,0,0,0,0,0,99,99,0.0237998308,15.6878323453,49.5000000000,15.8386655550,1.0000000000,0.7920000000,250.0000000000,0,0
1459,99,1,2,99,99,0,0,0,0,0,99,99,0.0237998308,15.6640325145,49.5000000000,15.8386655550,1.0000000000,0.7920000000,250.0000000000,0,0
1460,99,1,2,99,99,0,0,0,0,0,99,99,0.0237998308,15.6402326837,49.5000000000,15.8386655550,1.0000000000,0.7920000000,250.0000000000,0,0
1461,99,1,2,99,99,0,0,0,0,0,99,99,0.0237998308,15.6164328529,49.5000000000,15.8386655550,1.0000000000,0.7920000000,250.0000000000,0,0
1462,99,1,2,99,99,0,0,0,0,0,99,99,0.0237998308,15.5926330222,49.5000000000,15.8386655550,1.0000000000,0.7920000000,250.0000000000,0,0
1463,99,1,2,99,99,0,0,0,0,0,99,99,0.0237998308,15.5688331914,49.5000000000,15.8386655550,1.0000000000,0.7920000000,250.0000000000,0,0
1464,99,1,2,99,99,0,0,0,0,0,99,99,0.0237998308,15.5450333606,49.5000000000,15.8386655550,1.0000000000,0.7920000000,250.0000000000,0,0
1465,99,1,2,99,99,0,0,0,0,0,99,99,0.0237998308,15.5212335298,49.5000000000,15.8386655550,1.0000000000,0.7920000000,250.0000000000,0,0
1466,98,2,2,99,47,52,0,0,0,0,53,53,0.0127812791,15.5084522507,24.0000000000,15.8300786739,0.4747474747,0.4240000000,221.6981132075,0,0
1467,98,2,2,98,98,0,0,0,0,0,98,98,0.0243541462,15.4840981045,49.0000000000,15.8369861302,1.0000000000,0.7840000000,250.0000000000,1,0
1468,98,2,2,98,98,0,0,0,0,0,98,98,0.0243541462,15.4597439583,49.0000000000,15.8369861302,1.0000000000,0.7840000000,250.0000000000,0,0
1469,98,2,2,98,98,0,0,0,0,0,98,98,0.0243541462,15.4353898121,49.0000000000,15.8369861302,1.0000000000,0.7840000000,250.0000000000,0,0
1470,98,2,2,98,98,0,0,0,0,0,98,98,0.0243541462,15.4110356660,49.0000000000,15.8369861302,1.0000000000,0.7840000000,250.0000000000,0,0
1471,98,2,3,98,98,0,0,1,101,481,98,98,0.0294026984,15.3816329676,32.6666666667,15.7553456043,1.0000000000,0.8648000000,226.6419981499,0,0
1472,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.3586393975,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1473,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.3356458274,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1474,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.3126522574,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1475,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.2896586873,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1476,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.2666651173,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1477,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.2436715472,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1478,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.2206779772,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1479,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.1976844071,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1480,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.1746908371,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1481,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.1516972670,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1482,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.1287036969,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1483,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.1057101269,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1484,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.0827165568,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1485,98,2,3,98,98,0,0,0,0,0,98,98,0.0229935701,15.0597229868,32.6666666667,15.7553456043,1.0000000000,0.7840000000,250.0000000000,0,0
1486,98,2,12,98,98,0,0,1,110,1336,98,98,0.0360174556,15.0237055311,8.1666666667,15.0205684148,1.0000000000,0.8720000000,224.7706422018,0,0
1487,98,2,12,98,98,0,0,0,0,0,98,98,0.0202481718,15.0034573593,8.1666666667,15.0205684148,1.0000000000,0.7840000000,250.0000000000,0,0
1488,98,2,12,98,98,0,0,0,0,0,98,98,0.0202481718,14.9832091875,8.1666666667,15.0205684148,1.0000000000,0.7840000000,250.0000000000,0,0
1489,98,2,12,98,98,0,0,0,0,0,98,98,0.0202481718,14.9629610157,8.1666666667,15.0205684148,1.0000000000,0.7840000000,250.0000000000,0,0
