Round,Alive,Dead,CH_Count,FallbackUsed,Generated,Delivered,Lost,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
190,100,0,17,0,100,100,0,100,100,0.0685218856,40.0049673623,14.6405549829,1.0000000000,0.8000000000,250.0000000000
191,100,0,20,0,100,100,0,100,100,0.0669271472,39.9380402151,14.4005408175,1.0000000000,0.8000000000,250.0000000000
192,100,0,3,0,100,100,0,100,100,0.0328146680,39.9052255471,15.7605648052,1.0000000000,0.8000000000,250.0000000000
193,100,0,12,0,100,100,0,100,100,0.0551217498,39.8501037973,15.0405552842,1.0000000000,0.8000000000,250.0000000000
194,100,0,24,0,100,100,0,100,100,0.0832665759,39.7668372213,14.0805527631,1.0000000000,0.8000000000,250.0000000000
195,100,0,1,0,100,100,0,100,100,0.0324289137,39.7344083076,15.9205865928,1.0000000000,0.8000000000,250.0000000000
196,100,0,2,0,100,100,0,100,100,0.0338005878,39.7006077199,15.8405557415,1.0000000000,0.8000000000,250.0000000000
197,100,0,2,0,100,100,0,100,100,0.0319663935,39.6686413264,15.8405913444,1.0000000000,0.8000000000,250.0000000000
198,100,0,6,0,100,100,0,100,100,0.0375421331,39.6310991932,15.5205598962,1.0000000000,0.8000000000,250.0000000000
199,100,0,7,0,100,100,0,100,100,0.0392807654,39.5918184278,15.4405526769,1.0000000000,0.8000000000,250.0000000000
200,100,0,9,0,100,100,0,100,100,0.0457232736,39.5460951542,15.2805739189,1.0000000000,0.8000000000,250.0000000000
201,100,0,10,0,100,100,0,100,100,0.0459170940,39.5001780602,15.2005674085,1.0000000000,0.8000000000,250.0000000000
202,100,0,10,0,100,100,0,100,100,0.0494714924,39.4507065678,15.2005561001,1.0000000000,0.8000000000,250.0000000000
203,100,0,10,0,100,100,0,100,100,0.0445789426,39.4061276252,15.2005570636,1.0000000000,0.8000000000,250.0000000000
204,100,0,8,0,100,100,0,100,100,0.0486997659,39.3574278593,15.3605798696,1.0000000000,0.8000000000,250.0000000000
205,100,0,15,0,100,100,0,100,100,0.0561407593,39.3012871001,14.8005589029,1.0000000000,0.8000000000,250.0000000000
206,100,0,17,0,100,100,0,100,100,0.0645344193,39.2367526807,14.6405500540,1.0000000000,0.8000000000,250.0000000000
207,100,0,30,0,100,100,0,100,100,0.0982677731,39.1384849076,13.6005392225,1.0000000000,0.8000000000,250.0000000000
208,100,0,3,0,100,100,0,100,100,0.0341851749,39.1042997327,15.7605782897,1.0000000000,0.8000000000,250.0000000000
209,100,0,4,0,100,100,0,100,100,0.0374009634,39.0668987693,15.6805940777,1.0000000000,0.8000000000,250.0000000000
210,100,0,5,0,100,100,0,100,100,0.0372644457,39.0296343236,15.6006047978,1.0000000000,0.8000000000,250.0000000000
211,100,0,3,0,100,100,0,100,100,0.0328045910,38.9968297326,15.7605687010,1.0000000000,0.8000000000,250.0000000000
212,100,0,7,0,100,100,0,100,100,0.0437457768,38.9530839558,15.4405777177,1.0000000000,0.8000000000,250.0000000000
213,100,0,8,0,100,100,0,100,100,0.0405130624,38.9125708934,15.3605584202,1.0000000000,0.8000000000,250.0000000000
214,100,0,5,0,100,100,0,100,100,0.0362366898,38.8763342035,15.6005601945,1.0000000000,0.8000000000,250.0000000000
215,100,0,11,0,100,100,0,100,100,0.0492467113,38.8270874922,15.1205522757,1.0000000000,0.8000000000,250.0000000000
216,100,0,4,0,100,100,0,100,100,0.0345696093,38.7925178829,15.6805765035,1.0000000000,0.8000000000,250.0000000000
217,100,0,13,0,100,100,0,100,100,0.0586053008,38.7339125821,14.9605560924,1.0000000000,0.8000000000,250.0000000000
218,100,0,12,0,100,100,0,100,100,0.0513850082,38.6825275739,15.0405567089,1.0000000000,0.8000000000,250.0000000000
219,100,0,19,0,100,100,0,100,100,0.0760552237,38.6064723501,14.4805520842,1.0000000000,0.8000000000,250.0000000000
